record_id,term_en,term_de,term_norm_en,term_norm_de,mention_count
CARDIO_002280,LV POSTERIOR WALL,HINTERWAND DES LINKEN VENTRIKELS,lv posterior wall,hinterwand des linken ventrikels,1
CARDIO_002281,MV,MV,mv,mv,2
CARDIO_002282,LV POSTERIOR WALL THICKNESS,Dicke der hinteren Wand des linken Ventrikels,lv posterior wall thickness,dicke der hinteren wand des linken ventrikels,1
CARDIO_002283,SHORTENING,VERKÜRZUNG,shortening,verkürzung,1
CARDIO_002284,Murmurs,Herzgeräusche,murmurs,herzgeräusche,6
CARDIO_002285,carotid arterty disease,Karotiserkrankung,carotid arterty disease,karotiserkrankung,1
CARDIO_002286,percutaneous transluminal coronary angioplasties,perkutane transluminale Koronarangioplastien,percutaneous transluminal coronary angioplasties,perkutane transluminale koronarangioplastien,1
CARDIO_002287,PULMONARY ARTERIES,LUNGENARTERIEN,pulmonary arteries,lungenarterien,2
CARDIO_002288,troponosis,Troponose,troponosis,troponose,1
CARDIO_002289,diastolic failure,diastolische Herzinsuffizienz,diastolic failure,diastolische herzinsuffizienz,1
CARDIO_002290,catecholamines,Katecholamine,catecholamines,katecholamine,2
CARDIO_002291,focal findings,fokale Befunde,focal findings,fokale befunde,2
CARDIO_002292,aneurysmal dilitation,aneurysmatische Erweiterung,aneurysmal dilitation,aneurysmatische erweiterung,1
CARDIO_002293,asystolic,asystolisch,asystolic,asystolisch,1
CARDIO_002294,Mr.,Mitralinsuffizienz,mr.,mitralinsuffizienz,4
CARDIO_002295,20,20,20,20,2
CARDIO_002296,18,18,18,18,1
CARDIO_002297,hepatic renal syndrome,Hepatisches Nierensyndrom,hepatic renal syndrome,hepatisches nierensyndrom,1
CARDIO_002298,pericarditis,Perikarditis,pericarditis,perikarditis,6
CARDIO_002299,viral pericarditis,virale Perikarditis,viral pericarditis,virale perikarditis,1
CARDIO_002300,atrioventricular,atrioventrikulär,atrioventricular,atrioventrikulär,1
CARDIO_002301,AORTIC VALVE STENOSIS,AORTENKLAPPENSTENOSE,aortic valve stenosis,aortenklappenstenose,3
CARDIO_002302,tricupid,tricupid,tricupid,tricupid,1
CARDIO_002303,tricupid,tricupid,tricupid,tricupid,1
CARDIO_002304,Physio,Physio,physio,physio,1
CARDIO_002305,Valve repair,Klappenreparatur,valve repair,klappenreparatur,1
CARDIO_002306,Alfieri,Alfieri,alfieri,alfieri,1
CARDIO_002307,valve disorders,Herzklappenerkrankungen,valve disorders,herzklappenerkrankungen,1
CARDIO_002308,MAC,MAC,mac,mac,1
CARDIO_002309,Mitral regurgitation,Mitralklappeninsuffizienz,mitral regurgitation,mitralklappeninsuffizienz,1
CARDIO_002310,mitral valve prolase,Mitralklappenprolaps,mitral valve prolase,mitralklappenprolaps,1
CARDIO_002311,Mitral,Mitral,mitral,mitral,1
CARDIO_002312,Mitral annular calcification,Mitralannulus-Kalzifikation,mitral annular calcification,mitralannulus-kalzifikation,1
CARDIO_002313,q,q,q,q,1
CARDIO_002314,non - Q- wave MI,Nicht-Q-Wellen-MI,non - q- wave mi,nicht-q-wellen-mi,1
CARDIO_002315,ATRIUM,VORHOF,atrium,vorhof,1
CARDIO_002316,TRICUSPID INSUFFICIENCY,Trikuspidalinsuffizienz,tricuspid insufficiency,trikuspidalinsuffizienz,1
CARDIO_002317,CAROTID,Halsschlagader,carotid,halsschlagader,3
CARDIO_002318,TRICUSPID VALVE INSUFFICIENCY,Trikuspidalklappeninsuffizienz,tricuspid valve insufficiency,trikuspidalklappeninsuffizienz,2
CARDIO_002319,small vessel disease,Kleingefäßerkrankung,small vessel disease,kleingefäßerkrankung,2
CARDIO_002320,ATRIAL,ATRIAL,atrial,atrial,7
CARDIO_002321,VENTRICULAR,VENTRIKULÄR,ventricular,ventrikulär,2
CARDIO_002322,Portal hypertensive colopathy,Portale hypertensive Kolopathie,portal hypertensive colopathy,portale hypertensive kolopathie,1
CARDIO_002323,VENTRICULAR HYPERTROPHY,VENTRIKULÄRE HYPERTROPHIE,ventricular hypertrophy,ventrikuläre hypertrophie,1
CARDIO_002324,INTRAVENTRICULAR,INTRAVENTRIKULÄR,intraventricular,intraventrikulär,1
CARDIO_002325,RHYTHM,RHYTHMUS,rhythm,rhythmus,4
CARDIO_002326,aortic insufficiency,Aorteninsuffizienz,aortic insufficiency,aorteninsuffizienz,5
CARDIO_002327,tricuspid jet,Tricuspid-Jet,tricuspid jet,tricuspid-jet,1
CARDIO_002328,Microvascular disease,Mikrovaskuläre Erkrankung,microvascular disease,mikrovaskuläre erkrankung,1
CARDIO_002329,Microbubble contrast,Mikrobläschen-Kontrastmittel,microbubble contrast,mikrobläschen-kontrastmittel,1
CARDIO_002330,Methyldopa,Methyldopa,methyldopa,methyldopa,1
CARDIO_002331,Lotrel,Lotrel,lotrel,lotrel,2
CARDIO_002332,Medronic En,Medronic En,medronic en,medronic en,1
CARDIO_002333,Amlodopine,Amlodopin,amlodopine,amlodopin,1
CARDIO_002334,Bactrim DS,Bactrim DS,bactrim ds,bactrim ds,8
CARDIO_002335,Ecasa,Ecasa,ecasa,ecasa,5
CARDIO_002336,Altace,Altace,altace,altace,7
CARDIO_002337,Valsartan,Valsartan,valsartan,valsartan,1
CARDIO_002338,quinapril,Quinapril,quinapril,quinapril,6
CARDIO_002339,ECASA,ECASA,ecasa,ecasa,1
CARDIO_002340,BID,BID,bid,bid,1
CARDIO_002341,swizzle,Swizzle,swizzle,swizzle,1
CARDIO_002342,Lotensin,Lotensin,lotensin,lotensin,1
CARDIO_002343,Vasotec,Vasotec,vasotec,vasotec,7
CARDIO_002344,Uroxatrol,Uroxatrol,uroxatrol,uroxatrol,1
CARDIO_002345,Benazepril,Benazepril,benazepril,benazepril,1
CARDIO_002346,cilostazol,Cilostazol,cilostazol,cilostazol,1
CARDIO_002347,carvedilol,Carvedilol,carvedilol,carvedilol,2
CARDIO_002348,Adalat,Adalat,adalat,adalat,1
CARDIO_002349,prazosin,Prazosin,prazosin,prazosin,1
CARDIO_002350,cholesterolemia,Cholesterinämie,cholesterolemia,cholesterinämie,1
CARDIO_002351,mi,mi,mi,mi,1
CARDIO_002352,MAP,MAP,map,map,3
CARDIO_002353,SSS,SSS,sss,sss,3
CARDIO_002354,LVEDP,LVEDP,lvedp,lvedp,2
CARDIO_002355,Lupus,Lupus,lupus,lupus,1
CARDIO_002356,ILIAC ARTERY,ILIACARTERIE,iliac artery,iliacarterie,1
CARDIO_002357,ANGIOPLASTIES,ANGIOPLASTIEN,angioplasties,angioplastien,1
CARDIO_002358,cardiac,kardial,cardiac,kardial,1
CARDIO_002359,qT,qT,qt,qt,1
CARDIO_002360,Waterston 's groove,Waterston-Rille,waterston 's groove,waterston-rille,1
CARDIO_002361,RVAD,RVAD,rvad,rvad,1
CARDIO_002362,hypervolumic,hypervolumisch,hypervolumic,hypervolumisch,1
CARDIO_002363,vertebrobasilar,vertebrobasilar,vertebrobasilar,vertebrobasilar,5
CARDIO_002364,ventriculogram,Ventrikulogramm,ventriculogram,ventrikulogramm,2
CARDIO_002365,Systolic,Systolisch,systolic,systolisch,1
CARDIO_002366,CENTRAL LINE,ZENTRALVENENKATETER,central line,zentralvenenkateter,1
CARDIO_002367,femoral,femoral,femoral,femoral,6
CARDIO_002368,ILIAC,ILIAC,iliac,iliac,2
CARDIO_002369,EXTERNAL ILIAC ARTERY,ÄUSSERLICHE HÜFTARTERIE,external iliac artery,äusserliche hüftarterie,1
CARDIO_002370,heart catheterization,Herzkatheterisierung,heart catheterization,herzkatheterisierung,1
CARDIO_002371,coronaries,Koronararterien,coronaries,koronararterien,2
CARDIO_002372,V -,V -,v -,v -,1
CARDIO_002373,LEADS,Elektroden,leads,elektroden,1
CARDIO_002374,ace inhibitor,ACE-Hemmer,ace inhibitor,ace-hemmer,1
CARDIO_002375,DORSALIS PEDIS,DORSALIS PEDIS,dorsalis pedis,dorsalis pedis,1
CARDIO_002376,Welch - Allen monitor,Welch-Allen-Monitor,welch - allen monitor,welch-allen-monitor,1
CARDIO_002377,Haemophilus parahaemolyticus,Haemophilus parahaemolyticus,haemophilus parahaemolyticus,haemophilus parahaemolyticus,1
CARDIO_002378,T-wave inversion,T-Wellen-Inversion,t-wave inversion,t-wellen-inversion,2
CARDIO_002379,troponin I,Troponin I,troponin i,troponin i,2
CARDIO_002380,VERITY ADx XL,VERITY ADx XL,verity adx xl,verity adx xl,1
CARDIO_002381,coronary,koronar,coronary,koronar,1
CARDIO_002382,coronary sinus,Koronarsinus,coronary sinus,koronarsinus,2
CARDIO_002383,heart valve,Herzklappe,heart valve,herzklappe,3
CARDIO_002384,Streptococcus bovis,Streptococcus bovis,streptococcus bovis,streptococcus bovis,2
CARDIO_002385,endoleaks,Endolecks,endoleaks,endolecks,3
CARDIO_002386,stage II thymoma,Thymom im Stadium II,stage ii thymoma,thymom im stadium ii,1
CARDIO_002387,beta -,Beta –,beta -,beta –,1
CARDIO_002388,bundle-block,Bündelblock,bundle-block,bündelblock,1
CARDIO_002389,left posterior fascicular - block,linker hinterer Faszikelblock,left posterior fascicular - block,linker hinterer faszikelblock,1
CARDIO_002390,occipital infarcts,Okzipitalinfarkte,occipital infarcts,okzipitalinfarkte,1
CARDIO_002391,maximum heart rate,maximale Herzfrequenz,maximum heart rate,maximale herzfrequenz,2
CARDIO_002392,moya-moya disease,Moya-Moya-Krankheit,moya-moya disease,moya-moya-krankheit,1
CARDIO_002393,vasculopathic,vaskulopathisch,vasculopathic,vaskulopathisch,1
CARDIO_002394,atrial kick,Vorhofstoß,atrial kick,vorhofstoß,1
CARDIO_002395,reverberation,Nachhall,reverberation,nachhall,1
CARDIO_002396,diastolic congestive heart failure,diastolische Herzinsuffizienz,diastolic congestive heart failure,diastolische herzinsuffizienz,2
CARDIO_002397,Eisenmenger syndrome,Eisenmenger-Syndrom,eisenmenger syndrome,eisenmenger-syndrom,1
CARDIO_002398,diagonals,Diagonalen,diagonals,diagonalen,1
CARDIO_002399,anti - tachycardia pacing,Anti-Tachykardie-Stimulation,anti - tachycardia pacing,anti-tachykardie-stimulation,1
CARDIO_002400,tilt table test,Kipptisch-Test,tilt table test,kipptisch-test,1
CARDIO_002401,MVP,MVP,mvp,mvp,1
CARDIO_002402,T,T,t,t,8
CARDIO_002403,ATRIAL SEPTUM,VORHOFSEPTUM,atrial septum,vorhofseptum,1
CARDIO_002404,ANEURYSM,ANEURYSMA,aneurysm,aneurysma,4
CARDIO_002405,Catapres,Catapres,catapres,catapres,6
CARDIO_002406,10:00:00,10:00:00,10:00:00,10:00:00,1
CARDIO_002407,atrophied,atrophiert,atrophied,atrophiert,2
CARDIO_002408,coronary artery bypasses,Koronararterien-Bypässe,coronary artery bypasses,koronararterien-bypässe,1
CARDIO_002409,ETT,ETT,ett,ett,1
CARDIO_002410,INFERIOR MESENTERIC ARTERY,UNTERE MESENTERIALARTERIE,inferior mesenteric artery,untere mesenterialarterie,1
CARDIO_002411,SUPERIOR MESENTERIC ARTERY,OBERE MESENTERIALARTERIE,superior mesenteric artery,obere mesenterialarterie,2
CARDIO_002412,ventricular,ventrikulär,ventricular,ventrikulär,1
CARDIO_002413,ARRHYTHMIAS,HERZRHYTHMUSSTÖRUNGEN,arrhythmias,herzrhythmusstörungen,1
CARDIO_002414,transposition of the great arteries,Transposition der großen Arterien,transposition of the great arteries,transposition der großen arterien,2
CARDIO_002415,proximal atrial,proximal atrial,proximal atrial,proximal atrial,1
CARDIO_002416,fast ventricular response,schnelle ventrikuläre Reaktion,fast ventricular response,schnelle ventrikuläre reaktion,1
CARDIO_002417,RIGHT VENTRICLE,RECHTE HERZKAMMER,right ventricle,rechte herzkammer,4
CARDIO_002418,VENTRICULAR ASSIST DEVICE,VENTRIKULÄRES UNTERSTÜTZUNGSGERÄT,ventricular assist device,ventrikuläres unterstützungsgerät,2
CARDIO_002419,stress,Belastung,stress,belastung,1
CARDIO_002420,femoropopliteal,femoropopliteal,femoropopliteal,femoropopliteal,3
CARDIO_002421,ankle - brachial indices,Knöchel-Arm-Index,ankle - brachial indices,knöchel-arm-index,1
CARDIO_002422,electrocoagulation,Elektrokoagulation,electrocoagulation,elektrokoagulation,1
CARDIO_002423,NON - CORONARY LEAFLET,NICHT-KORONARER KLAPPENFLÜGEL,non - coronary leaflet,nicht-koronarer klappenflügel,1
CARDIO_002424,preretinal heme,preretinales Häm,preretinal heme,preretinales häm,1
CARDIO_002425,AV heart block,AV-Block,av heart block,av-block,1
CARDIO_002426,postpericardiotomy syndrome,Postperikardiotomie-Syndrom,postpericardiotomy syndrome,postperikardiotomie-syndrom,1
CARDIO_002427,hepatorenal,hepatorenal,hepatorenal,hepatorenal,2
CARDIO_002428,dysrhythmia,Dysrhythmie,dysrhythmia,dysrhythmie,2
CARDIO_002429,Vasovagal,Vasovagale,vasovagal,vasovagale,1
CARDIO_002430,lepressor,Lepressor,lepressor,lepressor,1
CARDIO_002431,mitral stenosis,Mitralstenose,mitral stenosis,mitralstenose,4
CARDIO_002432,transmitral gradient,transmitraler Gradient,transmitral gradient,transmitraler gradient,1
CARDIO_002433,sotalol,Sotalol,sotalol,sotalol,1
CARDIO_002434,antipsychotics,Antipsychotika,antipsychotics,antipsychotika,1
CARDIO_002435,inferolateral ischemia,inferolaterale Ischämie,inferolateral ischemia,inferolaterale ischämie,2
CARDIO_002436,exertional angina,Belastungsangina,exertional angina,belastungsangina,2
CARDIO_002437,VF,VF,vf,vf,1
CARDIO_002438,RHD,RHD,rhd,rhd,1
CARDIO_002439,RHD,RHD,rhd,rhd,1
CARDIO_002440,pHTN,pHTN,phtn,phtn,1
CARDIO_002441,Streptococcus,Streptococcus,streptococcus,streptococcus,1
CARDIO_002442,pseudosyncopal episodes,pseudosynkopale Episoden,pseudosyncopal episodes,pseudosynkopale episoden,1
CARDIO_002443,cardiorenal syndrome,Kardorenales Syndrom,cardiorenal syndrome,kardorenales syndrom,1
CARDIO_002444,arterial occlusion,arterielle Okklusion,arterial occlusion,arterielle okklusion,3
CARDIO_002445,CONGESTIVE FAILURE,KONGESTIVE HERZINSUFFIZIENZ,congestive failure,kongestive herzinsuffizienz,1
CARDIO_002446,pulmonary hypertention,pulmonale Hypertonie,pulmonary hypertention,pulmonale hypertonie,1
CARDIO_002447,aortobifem,Aortobifem,aortobifem,aortobifem,1
CARDIO_002448,ARTERIOVENOUS,ARTERIOVENÖS,arteriovenous,arteriovenös,1
CARDIO_002449,tilt table,Kipptisch,tilt table,kipptisch,1
CARDIO_002450,aromatase inhibitors,Aromatasehemmer,aromatase inhibitors,aromatasehemmer,1
CARDIO_002451,rate - control,Frequenzkontrolle,rate - control,frequenzkontrolle,1
CARDIO_002452,nuclear stress,nukleare Belastungsuntersuchung,nuclear stress,nukleare belastungsuntersuchung,1
CARDIO_002453,angiotensin converting enzyme inhibitors,Angiotensin-Converting-Enzym-Hemmer,angiotensin converting enzyme inhibitors,angiotensin-converting-enzym-hemmer,1
CARDIO_002454,TWI,TWI,twi,twi,1
CARDIO_002455,biventricular,biventrikulär,biventricular,biventrikulär,1
CARDIO_002456,Nitropaste,Nitropaste,nitropaste,nitropaste,1
CARDIO_002457,ef,ef,ef,ef,1
CARDIO_002458,cardiovert,kardiovertieren,cardiovert,kardiovertieren,1
CARDIO_002459,angiotensin receptor,Angiotensin-Rezeptor,angiotensin receptor,angiotensin-rezeptor,1
CARDIO_002460,angiotensin - converting enzyme,Angiotensin-konvertierendes Enzym,angiotensin - converting enzyme,angiotensin-konvertierendes enzym,1
CARDIO_002461,Idiopathic pulmonary fibrosis,Idiopathische Lungenfibrose,idiopathic pulmonary fibrosis,idiopathische lungenfibrose,1
CARDIO_002462,lassix,Lassix,lassix,lassix,1
CARDIO_002463,SUBCLAVIAN ARTERY,ARTERIA SUBCLAVIA,subclavian artery,arteria subclavia,2
CARDIO_002464,heart rate,Herzfrequenz,heart rate,herzfrequenz,3
CARDIO_002465,A -,A -,a -,a -,1
CARDIO_002466,CO,CO,co,co,2
CARDIO_002467,SVR,SVR,svr,svr,1
CARDIO_002468,pulmonary artery pressures,Lungenarteriendrücke,pulmonary artery pressures,lungenarteriendrücke,4
CARDIO_002469,digitalize,Digitalisieren,digitalize,digitalisieren,3
CARDIO_002470,microalbumin to creatinine ratio,Mikroalbumin-Kreatinin-Verhältnis,microalbumin to creatinine ratio,mikroalbumin-kreatinin-verhältnis,1
CARDIO_002471,celiac axis,Truncus coeliacus,celiac axis,truncus coeliacus,1
CARDIO_002472,Parameters,Parameter,parameters,parameter,1
CARDIO_002473,HOCM,HOCM,hocm,hocm,1
CARDIO_002474,palpable pulse,tastbarer Puls,palpable pulse,tastbarer puls,1
CARDIO_002475,ST elevations,ST-Hebungen,st elevations,st-hebungen,1
CARDIO_002476,anginal,anginal,anginal,anginal,1
CARDIO_002477,coronary event,koronares Ereignis,coronary event,koronares ereignis,2
CARDIO_002478,beta - blockers,Beta-Blocker,beta - blockers,beta-blocker,2
CARDIO_002479,CARTO,CARTO,carto,carto,1
CARDIO_002480,inferior mesenteric,Arteria mesenterica inferior,inferior mesenteric,arteria mesenterica inferior,1
CARDIO_002481,522499/**ID,522499/**ID,522499/**id,522499/**id,1
CARDIO_002482,ST elevation depression,ST-Hebungsdepression,st elevation depression,st-hebungsdepression,1
CARDIO_002483,QAM,QAM,qam,qam,1
CARDIO_002484,Q6H,Q6H,q6h,q6h,1
CARDIO_002485,conductive,leitend,conductive,leitend,1
CARDIO_002486,pericarditic,perikarditisch,pericarditic,perikarditisch,1
CARDIO_002487,fasting lipid panels,Nüchtern-Blutfettwerte,fasting lipid panels,nüchtern-blutfettwerte,1
CARDIO_002488,OBSTRUCTIVE PULMONARY DISEASE,OBSTRUKTIVE LUNGENERKRANKUNG,obstructive pulmonary disease,obstruktive lungenerkrankung,1
CARDIO_002489,truncus,Truncus,truncus,truncus,1
CARDIO_002490,strips,Streifen,strips,streifen,1
CARDIO_002491,telemonitor,Telemonitor,telemonitor,telemonitor,1
CARDIO_002492,monitored bed,überwachtes Bett,monitored bed,überwachtes bett,4
CARDIO_002493,mechanical compression device,mechanisches Kompressionsgerät,mechanical compression device,mechanisches kompressionsgerät,1
CARDIO_002494,scimitar,Scimitar,scimitar,scimitar,1
CARDIO_002495,balancing exercise,Gleichgewichtsübungen,balancing exercise,gleichgewichtsübungen,1
CARDIO_002496,QST,QST,qst,qst,1
CARDIO_002497,cardiac ischemia,Herzischämie,cardiac ischemia,herzischämie,2
CARDIO_002498,coronary ischemic,koronare Ischämie,coronary ischemic,koronare ischämie,1
CARDIO_002499,PT wave inversions,PT-Wellen-Inversionen,pt wave inversions,pt-wellen-inversionen,1
CARDIO_002500,Flex monitor,Flex-Monitor,flex monitor,flex-monitor,2
CARDIO_002501,V-pace,V-Pace,v-pace,v-pace,1
CARDIO_002502,Heart Disease,Herzerkrankung,heart disease,herzerkrankung,1
CARDIO_002503,coronary ischemia,koronare Ischämie,coronary ischemia,koronare ischämie,3
CARDIO_002504,RIMA,RIMA,rima,rima,1
CARDIO_002505,anginal equivalent,Angina-Äquivalent,anginal equivalent,angina-äquivalent,2
CARDIO_002506,H. influenzae,H. influenzae,h. influenzae,h. influenzae,1
CARDIO_002507,postcardiac,postkardial,postcardiac,postkardial,1
CARDIO_002508,bnp,bnp,bnp,bnp,1
CARDIO_002509,angiotensin - converting enzyme inhibitor,Angiotensin-konvertierendes Enzym-Hemmer,angiotensin - converting enzyme inhibitor,angiotensin-konvertierendes enzym-hemmer,2
CARDIO_002510,Hypercholesterolemia,Hypercholesterinämie,hypercholesterolemia,hypercholesterinämie,2
CARDIO_002511,peripherial,peripher,peripherial,peripher,2
CARDIO_002512,hyzaar,Hyzaar,hyzaar,hyzaar,1
CARDIO_002513,AFib,Vorhofflimmern,afib,vorhofflimmern,2
CARDIO_002514,left main coronary artery,linke Hauptkoronararterie,left main coronary artery,linke hauptkoronararterie,4
CARDIO_002515,LVF,LVF,lvf,lvf,1
CARDIO_002516,anterior cerebrals,vordere Hirngefäße,anterior cerebrals,vordere hirngefäße,1
CARDIO_002517,alpha agent,Alpha-Wirkstoff,alpha agent,alpha-wirkstoff,1
CARDIO_002518,FSE,FSE,fse,fse,2
CARDIO_002519,microangiopathic,mikroangiopathisch,microangiopathic,mikroangiopathisch,1
CARDIO_002520,vegetative endocarditis,vegetative Endokarditis,vegetative endocarditis,vegetative endokarditis,1
CARDIO_002521,corticoid,Kortikoid,corticoid,kortikoid,1
CARDIO_002522,now,now,now,now,1
CARDIO_002523,klebsiella,Klebsiella,klebsiella,klebsiella,1
CARDIO_002524,cardiac myopathy,Herzmuskelmyopathie,cardiac myopathy,herzmuskelmyopathie,1
CARDIO_002525,CCTV,CCTV,cctv,cctv,1
CARDIO_002526,monitored,überwacht,monitored,überwacht,1
CARDIO_002527,circulatory,Kreislauf,circulatory,kreislauf,5
CARDIO_002528,Cardiologist,Kardiologe,cardiologist,kardiologe,2
CARDIO_002529,ATRIAL FIBRILLATION,Vorhofflimmern,atrial fibrillation,vorhofflimmern,7
CARDIO_002530,ASID,ASID,asid,asid,1
CARDIO_002531,tertiary syphilis,Tertiärsyphilis,tertiary syphilis,tertiärsyphilis,1
CARDIO_002532,circumflex coronary,Zirkumflex-Koronararterie,circumflex coronary,zirkumflex-koronararterie,1
CARDIO_002533,coronary artery,Koronararterie,coronary artery,koronararterie,2
CARDIO_002534,tachybradycardia,Tachybradykardie,tachybradycardia,tachybradykardie,1
CARDIO_002535,TACHY - BRADYCARDIA SYNDROME,TACHY-BRADYKARDIE-SYNDROM,tachy - bradycardia syndrome,tachy-bradykardie-syndrom,1
CARDIO_002536,artery disease status,Status der Arterienerkrankung,artery disease status,status der arterienerkrankung,1
CARDIO_002537,post CABG,nach CABG,post cabg,nach cabg,1
CARDIO_002538,mitral stenosis,Mitralstenose,mitral stenosis,mitralstenose,1
CARDIO_002539,atrioseptal defect,Vorhofseptumdefekt,atrioseptal defect,vorhofseptumdefekt,1
CARDIO_002540,artificial heart valve,künstliche Herzklappe,artificial heart valve,künstliche herzklappe,1
CARDIO_002541,abdominal aortic,Bauchaorta,abdominal aortic,bauchaorta,1
