record_id	mention_count	ann_text_en	ann_text_de_old	ann_text_de	general_definition_en	lay_definition_en	lay_definition_de
CARDIO_003419	2	stress testing	Stresstests	Belastungstest	A non-invasive test usually done during the third trimester to check for fetal well being. It is performed using an external fetal heart rate monitor to assess the fetal heart rate response to fetal movements.	Testing how well your heart works when it's under pressure from working out or medication.	Untersuchung der Herzfunktion unter Belastung, beispielsweise durch sportliche Betätigung oder die Einnahme von Medikamenten.
CARDIO_003420	1	non - Q myocardial infarction	Nicht-Q-Myokardinfarkt	Nicht-Q-Myokardinfarkt	An operation in which a term denies or inverts the meaning of another term or construction. - A disorder characterized by gross necrosis of the myocardium; this is due to an interruption of blood supply to the area.	A heart attack that is not caused by a blocked artery.	Ein Herzinfarkt, der nicht durch eine verstopfte Arterie verursacht wird.
CARDIO_003421	1	cardiac	kardial	kardial	The hollow, muscular organ that maintains the circulation of the blood.	When the heart tissue is harmed due to a lack of oxygen from blocked blood flow.	Wenn das Herzgewebe durch Sauerstoffmangel infolge einer Durchblutungsstörung geschädigt wird.
CARDIO_003422	1	descending thoracic aortic	absteigende Brustaorta	absteigende Brustaorta	The portion of the descending aorta proceeding from the arch of the aorta and extending to the DIAPHRAGM, eventually connecting to the ABDOMINAL AORTA.	The descending thoracic aortic is the part of the main blood vessel that runs down through the chest.	Die absteigende Brustaorta ist der Abschnitt des Hauptblutgefäßes, der durch den Brustkorb nach unten verläuft.
CARDIO_003423	1	antiarrhythmic	antiarrhythmisch	Antiarrhythmika	Agents used for the treatment or prevention of cardiac arrhythmias. They may affect the polarization-repolarization phase of the action potential, its excitability or refractoriness, or impulse conduction or membrane responsiveness within cardiac fibers. Anti-arrhythmia agents are often classed into four main groups according to their mechanism of action: sodium channel blockade, beta-adrenergic blockade, repolarization prolongation, or calcium channel blockade.	Antiarrhythmic - a medication that helps maintain a normal heartbeat.	Antiarrhythmikum – ein Medikament, das dazu beiträgt, einen normalen Herzrhythmus aufrechtzuerhalten.
CARDIO_003424	1	cardiorespiratory	kardiorespiratorisch	kardiorespiratorisch	Cessation of breathing and/or cardiac function.	Related to the functioning of the heart and lungs.	Im Zusammenhang mit der Funktion von Herz und Lunge.
CARDIO_003425	1	Hypertensive	Bluthochdruck	hypertensiv	Hypertensive	Having high blood pressure.	Unter Bluthochdruck leiden.
CARDIO_003426	1	aortic	aortisch	aortisch	The curved section of the aorta between the ascending and the descending tracts. The brachiocephalic, left common carotid and left subclavian arteries branch from the aorta at this section.	Check the health of the aorta.	Überprüfen Sie den Zustand der Aorta.
CARDIO_003427	1	hemiarch	Hemiarch	Hemiarch	hemiarch	A heart surgery that replaces part of the aortic arch but not the vessels connected to it.	Eine Herzoperation, bei der ein Teil des Aortenbogens ersetzt wird, nicht jedoch die daran angeschlossenen Gefäße.
CARDIO_003428	1	hemiarch replacement	Austausch des Hemiarchs	Hemiarch-Ersatz	hemiarch replacement	A heart valve.	Eine Herzklappe.
CARDIO_003429	1	RADIAL ARTERY	RADIALARTERIE	RADIALARTERIE	The direct continuation of the brachial trunk, originating at the bifurcation of the brachial artery opposite the neck of the radius. Its branches may be divided into three groups corresponding to the three regions in which the vessel is situated, the forearm, wrist, and hand. ARTERY	The radial artery is the main blood vessel in your forearm that carries blood to your hand, and you can feel your pulse there.	Die Radialarterie ist das wichtigste Blutgefäß im Unterarm, das die Hand mit Blut versorgt, und dort kann man den Puls fühlen.
CARDIO_003430	1	Condition - A	Zustand – A	Bedingung – A	A condition represents a patient's diagnosed and self-reported health conditions and diseases. The patient's medical history and current state may both be represented. - A unit of electric current, one of the seven base units of the International System of Units (Systeme International d'Unites, SI). It is that constant current which, if maintained in two straight parallel conductors of infinite length and zero diameter separated by one meter in a vacuum, would produce between these conductors a force equal to 2x10E7 newton per meter of length. This is dependent upon the definitions of the meter, kilogram, and second. One ampere represents 6.24 x 10E18 unit electric charge carriers, such as electrons, passing a specified fixed point in one second.	The patient's heart has stopped in a condition of cardiac arrest.	Das Herz des Patienten hat im Zustand eines Herzstillstands aufgehört zu schlagen.
CARDIO_003431	1	cryogenic	kryogen	kryogen	A gas which liquefies at 1.013 bar at a temperature below -150 degrees C.	A condition where the heart can't pump enough blood due to a severe heart attack.	Ein Zustand, bei dem das Herz aufgrund eines schweren Herzinfarkts nicht mehr genug Blut pumpen kann.
CARDIO_003432	1	tissue aortic valve replacement	Ersatz der Aortenklappe durch eine Gewebeklappe	Gewebe-Aortenklappenersatz	A valve made of animal tissues or harvested from human cadavers and used to replace the aortic valve in patients with aortic valve stenosis or regurgitation.	A surgery to swap out a damaged heart valve with a new one made of tissue from humans, cows, or pigs.	Ein chirurgischer Eingriff, bei dem eine beschädigte Herzklappe durch eine neue ersetzt wird, die aus menschlichem, Rinder- oder Schweinegewebe hergestellt wurde.
CARDIO_003433	1	pericardectomy	Perikardektomie	Perikardektomie	Surgical excision (total or partial) of a portion of the pericardium. Pericardiotomy refers to incision of the pericardium.	Removing all or part of the membrane surrounding the heart.	Entfernung der das Herz umgebenden Membran, entweder vollständig oder teilweise.
CARDIO_003434	1	ventricular assist device placement	Implantation eines Herzunterstützungssystems	Implantation eines Herzunterstützungssystems	A mechanical pump which also includes a control system and an energy supply. It receives blood from the left ventricle and delivers it to the aorta, thus helping the heart to pump sufficient blood to the body. A surgical procedure that places something in the human body.	A device that helps pump blood in the heart.	Ein Gerät, das dabei hilft, das Blut im Herzen zu pumpen.
CARDIO_003435	1	non - ischemic cardiomyopathy	nicht-ischämische Kardiomyopathie	nicht-ischämische Kardiomyopathie	An operation in which a term denies or inverts the meaning of another term or construction. - ischemic cardiomyopathy	Heart not working well, not due to a heart attack or blockages.	Das Herz funktioniert nicht richtig, was jedoch nicht auf einen Herzinfarkt oder Verstopfungen zurückzuführen ist.
CARDIO_003436	1	mitral replacement	Mitralklappenersatz	Mitralklappenersatz	Surgery performed with the purpose of replacing a degenerated, calcified, malformed, dysfunctional, etc. mitral valve with bioprosthetic, homograft or autograft valve.	Heart surgery that replaces a dysfunctional valve in the heart to regulate blood flow.	Eine Herzoperation, bei der eine defekte Herzklappe ersetzt wird, um den Blutfluss zu regulieren.
CARDIO_003437	1	Tachycardia - bradycardia syndrome	Tachykardie-Bradykardie-Syndrom	Tachykardie-Bradykardie-Syndrom	Abnormally rapid heartbeat, usually with a HEART RATE above 100 beats per minute for adults. Tachycardia accompanied by disturbance in the cardiac depolarization (cardiac arrhythmia) is called tachyarrhythmia. - Cardiac arrhythmias that are characterized by excessively slow HEART RATE, usually below 50 beats per minute in human adults. They can be classified broadly into SINOATRIAL NODE dysfunction and ATRIOVENTRICULAR BLOCK. syndrome	A condition where the heart alternates between beating too fast and too slow, commonly found in people with atrial fibrillation.	Ein Zustand, bei dem das Herz abwechselnd zu schnell und zu langsam schlägt; dies tritt häufig bei Menschen mit Vorhofflimmern auf.
CARDIO_003438	7	CARDIOLOGY	KARDIOLOGIE	KARDIOLOGIE	<p>Provision of diagnosis and treatment of diseases and disorders affecting the heart</p>	Doctors who specialize in treating heart problems.	Ärzte, die sich auf die Behandlung von Herzproblemen spezialisiert haben.
CARDIO_003439	9	CARDIOLOGY	KARDIOLOGIE	KARDIOLOGIE	The study of the heart, its physiology, and its functions.	Specialized medical care for heart issues.	Fachärztliche Versorgung bei Herzproblemen.
CARDIO_003440	1	ISCHEMIC CARDIOMYOPATHY	ISCHÄMISCHE KARDIOMYOPATHIE	ISCHÄMISCHE KARDIOMYOPATHIE	insufficient blood supply to a body part CARDIOMYOPATHY	When your heart muscle gets weak and can't pump as much blood due to narrowing of the arteries.	Wenn Ihr Herzmuskel schwächer wird und aufgrund einer Verengung der Arterien nicht mehr so viel Blut pumpen kann.
CARDIO_003441	1	ELECTROPHYSIOLOGY STUDY	ELEKTROPHYSIOLOGISCHE UNTERSUCHUNG	ELEKTROPHYSIOLOGISCHE UNTERSUCHUNG	The study of the electrical activity and characteristics of the HEART; MYOCARDIUM; and CARDIOMYOCYTES. STUDY	A heart rhythm study.	Eine Herzrhythmusuntersuchung.
CARDIO_003442	1	AV NODE	AV-Knoten	AV-Knoten	A small nodular mass of specialized muscle fibers located in the interatrial septum near the opening of the coronary sinus. It gives rise to the atrioventricular bundle of the conduction system of the heart.	A cluster of cells that helps regulate heart rhythm.	Ein Zellcluster, das zur Regulierung des Herzrhythmus beiträgt.
CARDIO_003443	1	BIVENTRICULAR IMPLANTABLE CARDIOVERTER - DEFIBRILLATOR	BIVENTRIKULÄRER IMPLANTIERBARER KARDIOVERTER-DEFIBRILLATOR	BIVENTRIKULÄRER IMPLANTIERBARER KARDIOVERTER-DEFIBRILLATOR	Electrical stimulation of the heart by artificial pacemaker leads placed at sites in the RIGHT ATRIUM and both HEART VENTRICLES to treat various cardiac conduction disturbances which interfere with the timing of contraction of the ventricles. IMPLANTABLE Cardiac electrical stimulators that apply brief high-voltage electroshocks to the HEART. These stimulators are used to restore normal rhythm and contractile function in hearts of patients who are experiencing VENTRICULAR FIBRILLATION or ventricular tachycardia (TACHYCARDIA, VENTRICULAR) that is not accompanied by a palpable PULSE. Some defibrillators may also be used to correct certain noncritical dysrhythmias (called synchronized defibrillation or CARDIOVERSION), using relatively low-level discharges synchronized to the patient's ECG waveform. (UMDNS, 2003) - Implantable devices which continuously monitor the electrical activity of the heart and automatically detect and terminate ventricular tachycardia (TACHYCARDIA, VENTRICULAR) and VENTRICULAR FIBRILLATION. They consist of an impulse generator, batteries, and electrodes.	A device inserted into the body to correct irregular heart rhythms with electric shocks.	Ein Gerät, das in den Körper eingesetzt wird, um Herzrhythmusstörungen durch elektrische Impulse zu korrigieren.
CARDIO_003444	1	Myocardial	Myokard	Myokardial	Of or pertaining to the myocardium.	A bruise on the heart muscle caused by various traumatic events like car accidents or CPR.	Eine Prellung des Herzmuskels, die durch verschiedene traumatische Ereignisse wie Autounfälle oder eine Herz-Lungen-Wiederbelebung verursacht wird.
CARDIO_003445	2	Amphetamines	Amphetamine	Amphetamine	A combination of two synthetic agents with central nervous system stimulant activity. Both agents are non-catecholamine, sympathomimetic agents that elevate blood pressure and cause bronchodilation. These agents are commonly abused psychostimulant drugs that induce psychologic dependence manifested by elevated mood, increased wakefulness, concentration, physical performance and a feeling of well-being. Tolerance to various effects develops unequally, so that tachycardia and enhanced alertness diminish while psychotoxic effects (hallucinations and delusions) may occur. (NCI04)	Amphetamines are drugs that make you stay awake, suppress your appetite, and feel happy.	Amphetamine sind Drogen, die einen wach halten, den Appetit zügeln und ein Glücksgefühl hervorrufen.
